/ˈeɪ/, /ə/	a
/ɡˈɔːdɪli/	gaudily
/ɡˈɔːd/	gaud
/ɡˈɔːdi/	gaudy
/ɡˈeɪdʒd/	gauged
/ɡˈeɪdʒ/	gauge
/ɡˈeɪdʒɪz/	gauges
/ɡˈeɪdʒɪŋ/	gauging
/ɡˈɔːntlət/	gauntlet
/ɡˈɔːntləts/	gauntlets
/ɡˈɔːnt/	gaunt
/ɡˈɔː/	gaur
/ɡˈaʊs/	gauss
/ɡˈɔːz/	gauze
/ɡˈeɪv/	gave
/ɡˈævəl/	gavel
/ɡˈævəlz/	gavels
/ɡˈævɒt/	gavotte
/ɡˈɔːd/	gawd
/ɡˈɔːkɐ/	gawker
/ɡˈɔːkinəs/	gawkiness
/ɡˈɔːkɪŋ/	gawking
/ɡˈɔːk/	gawk
/ɡˈɔːki/	gawky
/ɡˈɔːpt/	gawped
/ɡˈɔːpɪŋ/	gawping
/ɡˈɔːp/	gawp
/ɡˈɔːps/	gawps
/ɡˈeɪ/	gay
/ɡˈeɪɐ/	gayer
/ɡˈeɪəst/	gayest
/ɡˈeɪnəs/	gayness
/ɡˈeɪz/	gays
/ɡɐzˈiːbəʊz/	gazebos
/ɡɐzˈiːbəʊ/	gazebo
/ɡˈeɪzd/	gazed
/ɡˈeɪz/	gaze
/ɡəzˈɛl/	gazelle
/ɡəzˈɛlz/	gazelles
/ɡˈeɪzɐ/	gazer
/ɡˈeɪzəz/	gazers
/ɡˈeɪzɪz/	gazes
/ɡəzɪtˈiə/	gazetteer
/ɡəzˈɛt/	gazette
/ɡəzˈɛts/	gazettes
/ɡæzˈɪliən/	gazillion
/ɡæzˈɪliənz/	gazillions
/ɡˈeɪzɪŋ/	gazing
/ɡæzpˈætʃəʊ/	gazpacho
/ɡˈæzʌmp/	gazump
/ɡˈæzʌmpt/	gazumped
/ɡˈæzʌmpɪŋ/	gazumping
/dʒˈiː/	g
/dʒˈiːn/	gean
/ɡˈiəbɒksɪz/	gearboxes
/ɡˈiəbɒks/	gearbox
/ɡˈiəd/	geared
/ɡˈiə/	gear
/ɡˈiəɹɪŋ/	gearing
/ɡˈiəʃɪft/	gearshift
/ɡˈiəz/	gears
/ɡˈiəstɪk/	gearstick
/ɡˈiəwiːl/	gearwheel
/ɡˈiəwiːlz/	gearwheels
/ɡˈɛkəʊ/	gecko
/ɡˈɛkəʊz/	geckos
/ɡˈɛdɪt/	geddit
/dʒˈiːd/	geed
/dʒˈiː/	gee
/dʒˈiːɪŋ/	geeing
/ɡˈiːkɪəst/	geekiest
/ɡˈiːk/	geek
/ɡˈiːks/	geeks
/ɡˈiːki/	geeky
/dʒˈiːz/	gees
/ɡˈiːs/	geese
/dʒˈiːst/	geest
/dʒˈiːz/	geez
/ɡˈiːzɐ/	geezer
/ɡˈiːzəz/	geezers
/dʒˈeɪʃɐ/	geisha
/dʒˈeɪʃəz/	geishas
/dʒˈɛlɐtˌɪn/	gelatin
/dʒˈɛlɐtˌiːn/	gelatine
/dʒɛlˈætɪnəs/	gelatinous
/ɡˈɛldɪd/	gelded
/ɡˈɛld/	geld
/ɡˈɛldɪŋ/	gelding
/ɡˈɛldɪŋz/	geldings
/dʒˈɛlɪɡnˌaɪt/	gelignite
/dʒˈɛld/	gelled
/dʒˈɛlɪŋ/	gelling
/dʒˈɛlz/	gels
/dʒˈɛlt/	gelt
/dʒˈɛm/	gem
/dʒˈɛmɐ/	gemma
/dʒɛmˈɒlədʒˌɪst/	gemmologist
/dʒɛmˈɒlədʒi/	gemmology
/dʒˈɛmi/	gemmy
/dʒˌɛməlˈɒdʒɪkəl/	gemological
/dʒɛmˈɒlədʒˌɪst/	gemologist
/dʒˈɛmsbɒk/	gemsbok
/dʒˈɛmz/	gems
/dʒˈɛmstəʊn/	gemstone
/dʒˈɛmstəʊnz/	gemstones
/dʒˈɛndɑːm/	gendarme
/dʒˈɛndɑːməɹi/	gendarmerie
/dʒˈɛndɑːmz/	gendarmes
/dʒˈɛndɐ/	gender
/dʒˈɛndəd/	gendered
/dʒˈɛndələs/	genderless
/dʒˈɛndəz/	genders
/dʒˌiːnɪˈælˈɒdʒɪkəl/	genealogical
/dʒˌiːnɪˈælədʒɪz/	genealogies
/dʒˌiːnɪˈælədʒˌɪst/	genealogist
/dʒˌiːnɪˈælədʒˌɪsts/	genealogists
/dʒˌiːnɪˈælədʒi/	genealogy
/dʒˈiːn/	gene
/dʒˈɛnəɹɐ/	genera
/dʒˈɛnəɹəl/	general
/dʒˈɛnəɹəlˌaɪzəbəl/	generalisable
/dʒˌɛnəɹəlaɪzˈeɪʃən/	generalisation
/dʒˌɛnəɹəlaɪzˈeɪʃənz/	generalisations
/dʒˈɛnəɹəlˌaɪzd/	generalised
/dʒˈɛnəɹəlˌaɪz/	generalise
/dʒˈɛnəɹəlˌaɪzɪŋ/	generalising
/dʒˌɛnəɹɐlˈɪsɪmˌəʊ/	generalissimo
/dʒˈɛnəɹəlˌɪst/	generalist
/dʒˈɛnəɹəlˌɪsts/	generalists
/dʒˌɛnəɹˈælɪtiz/	generalities
/dʒˌɛnəɹˈælɪti/	generality
/dʒˈɛnəɹəli/	generally
/dʒˈɛnəɹəlz/	generals
/dʒˈɛnəɹəlʃˌɪp/	generalship
/dʒˈɛnəɹˌeɪtɪd/	generated
/dʒˈɛnəɹˌeɪt/	generate
/dʒˈɛnəɹˌeɪts/	generates
/dʒˈɛnəɹˌeɪtɪŋ/	generating
/dʒˌɛnəɹˈeɪʃənəl/	generational
/dʒˌɛnəɹˈeɪʃən/	generation
/dʒˌɛnəɹˈeɪʃənz/	generations
/dʒˈɛnəɹətˌɪv/	generative
/dʒˈɛnəɹˌeɪtɐ/	generator
/dʒˈɛnəɹˌeɪtəz/	generators
/dʒənˈɛɹɪkli/	generically
/dʒənˈɛɹɪk/	generic
/dʒˌɛnəɹˈɒsɪti/	generosity
/dʒˈɛnəɹəs/	generous
/dʒˈɛnəɹəsli/	generously
/dʒˈiːnz/	genes
/dʒˈɛnɪsˌɪs/	genesis
/dʒˈɛnɪt/	genet
/dʒɛnˈɛtɪkli/	genetically
/dʒɛnˈɛtɪk/	genetic
/dʒɛnˈɛtɪsˌɪst/	geneticist
/dʒɛnˈɛtɪsˌɪsts/	geneticists
/dʒɛnˈɛtɪks/	genetics
/dʒənˈiːvɐ/	geneva
/dʒˈiːnɪəl/	genial
/dʒˌiːnɪˈælɪti/	geniality
/dʒˈiːnɪəli/	genially
/dʒˈɛnɪk/	genic
/dʒˈiːni/	genie
/dʒˈɛnɪz/	genies
/dʒˈiːnɪˌaɪ/	genii
/dʒˈɛnɪp/	genip
/dʒˈɛnɪtəl/	genital
/dʒˌɛnɪtˈeɪliə/	genitalia
/dʒˈɛnɪtəli/	genitally
/dʒˈɛnɪtəlz/	genitals
/dʒˈɛnɪtˌɪv/	genitive
/dʒˈiːnɪəs/	genius
/dʒˈiːnɪəsɪz/	geniuses
/dʒˈɛnd/	genned
/dʒˈɛnɪŋ/	genning
/dʒɛnˈəʊɐ/	genoa
/dʒˌɛnəsˈaɪdəl/	genocidal
/dʒˈɛnəsˌaɪd/	genocide
/dʒˈɛnəsˌaɪdz/	genocides
/dʒˈiːnəʊm/	genome
/dʒˈiːnəʊmz/	genomes
/dʒɛnˈɒmɪk/	genomic
/dʒɛnˈɒmɪks/	genomics
/dʒˈɛnətˌaɪp/	genotype
/ʒˈɒnɹəz/	genres
/ʒˈɒnɹɐ/	genre
/dʒˈɛnz/	gens
/dʒˈɛnt/	gent
/dʒˈɛntiːl/	genteel
/dʒˈɛnts/	gentes
/dʒˈɛnʃən/	gentian
/dʒˈɛnʃənz/	gentians
/dʒˈɛntaɪl/	gentile
/dʒˈɛntaɪlz/	gentiles
/dʒɛntˈɪlɪti/	gentility
/dʒˈɛntəl/	gentle
/dʒˈɛntəlfˌəʊk/	gentlefolk
/dʒˈɛntəlmən/	gentleman
/dʒˈɛntəlmənli/	gentlemanly
/dʒˈɛntəlmən/	gentlemen
/dʒˈɛntəlnəs/	gentleness
/dʒˈɛntlɐ/	gentler
/dʒˈɛntəlz/	gentles
/dʒˈɛntləst/	gentlest
/dʒˈɛntəlwˌʊmən/	gentlewoman
/dʒˈɛntəlwˌɪmɪn/	gentlewomen
/dʒˈɛntli/	gently
/dʒˌɛntɹɪfɪkˈeɪʃən/	gentrification
/dʒˈɛntɹɪfˌaɪd/	gentrified
/dʒˈɛntɹɪfˌaɪ/	gentrify
/dʒˈɛntɹɪfˌaɪɪŋ/	gentrifying
/dʒˈɛntɹi/	gentry
/dʒˈɛnts/	gents
/dʒˈɛnuː/	genu
/dʒˈɛnəflˌɛkt/	genuflect
/dʒˌɛnəflˈɛkʃən/	genuflection
/dʒˈɛnjuːɪn/	genuine
/dʒˈɛnjuːɪnli/	genuinely
/dʒˈɛnjuːɪnnəs/	genuineness
/dʒˈɛnəs/	genus
/dʒˌiːəʊsˈɛntɹɪk/	geocentric
/dʒˌiːəʊdˈɛsɪk/	geodesic
/dʒˌiːəʊdˈɛtɪk/	geodetic
/dʒɪˈɒɡɹəfɐ/	geographer
/dʒɪˈɒɡɹəfəz/	geographers
/dʒˌɪəɡɹˈæfɪkəl/	geographical
/dʒˌɪəɡɹˈæfɪkli/	geographically
/dʒˌɪəɡɹˈæfɪk/	geographic
/dʒɪˈɒɡɹəfɪz/	geographies
/dʒɪˈɒɡɹəfi/	geography
/dʒˌɪəlˈɒdʒɪkəl/	geological
/dʒˌɪəlˈɒdʒɪkli/	geologically
/dʒˌɪəlˈɒdʒɪk/	geologic
/dʒɪˈɒlədʒˌɪst/	geologist
/dʒɪˈɒlədʒˌɪsts/	geologists
/dʒɪˈɒlədʒi/	geology
/dʒˌiːəʊmɐɡnˈɛtɪk/	geomagnetic
/dʒˌiːəʊmˈiːtɐ/	geometer
/dʒˌiːəʊmˈɛtɹɪkəl/	geometrical
/dʒˌiːəʊmˈɛtɹɪkli/	geometrically
/dʒˌiːəʊmˈɛtɹɪk/	geometric
/dʒiˈɒmətɹˌiz/	geometries
/dʒiˈɒmətɹˌi/	geometry
/dʒˌiːəʊmɔːfˈɒlədʒi/	geomorphology
/dʒˌiːəʊfˈɪzɪkəl/	geophysical
/dʒˌiːəʊfˈɪzɪsˌɪst/	geophysicist
/dʒˌiːəʊfˈɪzɪsˌɪsts/	geophysicists
/dʒˌiːəʊfˈɪzɪks/	geophysics
/dʒˌiːəʊpəlˈɪtɪkəl/	geopolitical
/dʒˌiːəʊpəlˈɪtɪkli/	geopolitically
/dʒˌiːəʊpəlˈɪtɪks/	geopolitics
/dʒˌiːəʊstˈeɪʃənəɹi/	geostationary
/dʒˌiːəʊθˈɜːməl/	geothermal
/dʒəɹˈeɪniəm/	geranium
/dʒəɹˈeɪniəmz/	geraniums
/dʒˈɜːbɪl/	gerbil
/dʒˈɜːbɪlz/	gerbils
/dʒˌɛɹɪˈætɹɪk/	geriatric
/dʒˌɛɹɪɐtɹˈɪʃən/	geriatrician
/dʒˌɛɹɪˈætɹɪks/	geriatrics
/dʒˈɜːmɑːndɐ/	germander
/dʒˈɜːmən/	german
/dʒˈɜːmeɪn/	germane
/dʒɜːmˈænɪk/	germanic
/dʒɜːmˈeɪniəm/	germanium
/dʒˈɜːm/	germ
/dʒˈɜːmɪnəl/	germinal
/dʒˈɜːmɪnˌeɪtɪd/	germinated
/dʒˈɜːmɪnˌeɪt/	germinate
/dʒˈɜːmɪnˌeɪts/	germinates
/dʒˈɜːmɪnˌeɪtɪŋ/	germinating
/dʒˌɜːmɪnˈeɪʃən/	germination
/dʒˈɜːmɪnˌeɪtɐ/	germinator
/dʒˈɜːmz/	germs
/dʒˈɜːmi/	germy
/dʒˌɛɹəntˈɒlədʒi/	gerontology
/dʒˈɛɹɪmˌɑːndɐ/	gerrymander
/dʒˈɛɹɪmˌɑːndəd/	gerrymandered
/dʒˈɛɹɪmˌɑːndəɹɪŋ/	gerrymandering
/dʒˈɛɹʌnd/	gerund
/dʒˈɛɹʌndz/	gerunds
/dʒˈɛsəʊ/	gesso
/ɡəʃtˈɑːlt/	gestalt
/dʒɛstˈɑːpəʊ/	gestapo
/dʒɪstˈeɪt/	gestate
/dʒɪstˈeɪtɪŋ/	gestating
/dʒɛstˈeɪʃənəl/	gestational
/dʒɛstˈeɪʃən/	gestation
/dʒˈɛst/	gest
/dʒɛstˈɪkjʊlˌeɪt/	gesticulate
/dʒɛstˈɪkjʊlˌeɪts/	gesticulates
/dʒɛstˈɪkjʊlˌeɪtɪŋ/	gesticulating
/dʒˌɛstɪkjʊlˈeɪʃən/	gesticulation
/dʒˌɛstɪkjʊlˈeɪʃənz/	gesticulations
/dʒˈɛstʃəɹəl/	gestural
/dʒˈɛstʃəd/	gestured
/dʒˈɛstʃɐ/	gesture
/dʒˈɛstʃəz/	gestures
/dʒˈɛstʃəɹɪŋ/	gesturing
/dʒˈɛsəndhˌaɪt/	gesundheit
/ɡˈɛtəwˌeɪ/	getaway
/ɡˈɛtəwˌeɪz/	getaways
/ɡˈɛt/	get
/ɡˈɛts/	gets
/ɡˈɛtəbəl/	gettable
/ɡˈɛtɐ/	getter
/ɡˈɛtɪŋ/	getting
/ɡˈɛtʌp/	getup
/dʒˈiːəm/	geum
/ɡˈiːzɐ/	geyser
/ɡˈiːzəz/	geysers
/ɡˈɑːsliəst/	ghastliest
/ɡˈɑːstlinəs/	ghastliness
/ɡˈɑːstli/	ghastly
/ɡˈæt/	ghat
/ɡˈæts/	ghats
/ɡˈeɪzi/	ghazi
/ɡˈiː/	ghee
/ɡˈɜːkɪn/	gherkin
/ɡˈɜːkɪnz/	gherkins
/ɡˈɛtəʊz/	ghettoes
/ɡˈɛtəʊ/	ghetto
/ɡˌɛtɔɪsˈeɪʃən/	ghettoisation
/ɡˈɛtɔɪsd/	ghettoised
/ɡˈɛtɔɪs/	ghettoise
/ɡˈɛtəʊz/	ghettos
/ɡˈəʊstɪd/	ghosted
/ɡˈəʊst/	ghost
/ɡˈəʊstɪŋ/	ghosting
/ɡˈəʊstlaɪk/	ghostlike
/ɡˈəʊstli/	ghostly
/ɡˈəʊsts/	ghosts
/ɡˈəʊstɹaɪtɐ/	ghostwriter
/ɡˈəʊstɹaɪtɪŋ/	ghostwriting
/ɡˈuːlɪʃli/	ghoulishly
/ɡˈuːlɪʃ/	ghoulish
/ɡˈuːlz/	ghouls
/ɡˈuːl/	ghoul
/ɡˈɪl/	ghyll
/dʒˈaɪənt/	giant
/dʒˈaɪəntˌɛs/	giantess
/dʒˈaɪənts/	giants
/dʒˈɪbɐ/	gibber
/dʒˈɪbəɹɪŋ/	gibbering
/dʒˈɪbəɹɪʃ/	gibberish
/dʒˈɪbəz/	gibbers
/dʒˈɪbɪt/	gibbet
/dʒˈɪbɪts/	gibbets
/ɡˈɪbən/	gibbon
/ɡˈɪbənz/	gibbons
/ɡˈɪbəs/	gibbous
/dʒˈɪb/	gib
/dʒˈaɪbz/	gibes
/dʒˈɪblət/	giblet
/dʒˈɪbləts/	giblets
/ɡˈɪd/	gid
/ɡˈɪdɪɐ/	giddier
/ɡˈɪdɪnəs/	giddiness
/ɡˈɪdi/	giddy
/dʒˈaɪ/	gie
/ɡˈɪftɪd/	gifted
/ɡˈɪft/	gift
/ɡˈɪftɪŋ/	gifting
/ɡˈɪfts/	gifts
/ɡˈɪɡ/	gig
/ɡˈɪɡəbˌɪt/	gigabit
/ɡˈɪɡəbˌɪts/	gigabits
/ɡˈɪɡəbˌaɪt/	gigabyte
/ɡˈɪɡəbˌaɪts/	gigabytes
/ɡˈɪɡəhˌɜːts/	gigahertz
/dʒaɪɡˈæntɪkli/	gigantically
/dʒaɪɡˈæntɪk/	gigantic
/ɡˈɪɡəntˌɪzəm/	gigantism
/ɡˈɪɡəwˌɒt/	gigawatt
/ɡˈɪɡəwˌɒts/	gigawatts
/ɡˈɪɡd/	gigged
/ɡˈɪɡɪŋ/	gigging
/ɡˈɪɡəld/	giggled
/ɡˈɪɡəl/	giggle
/ɡˈɪɡlɐ/	giggler
/ɡˈɪɡləz/	gigglers
/ɡˈɪɡəlz/	giggles
/ɡˈɪɡlɪŋ/	giggling
/ɡˈɪɡli/	giggly
/dʒɪɡˈɒləʊ/	gigolo
/dʒɪɡˈɒləʊz/	gigolos
/dʒˈɪɡət/	gigot
/ɡˈɪɡz/	gigs
/ɡˈɪlbət/	gilbert
/ɡˈɪlbəts/	gilberts
/ɡˈɪldɪd/	gilded
/ɡˈɪldɐ/	gilder
/ɡˈɪldəz/	gilders
/ɡˈɪldɪŋ/	gilding
/ɡˈɪld/	gild
/ɡˈɪldz/	gilds
/ɡˈɪliz/	gillies
/ɡˈɪlt/	gilt
/ɡˈɪlts/	gilts
/ɡˈɪmbəl/	gimbal
/ɡˈɪmbəlz/	gimbals
/ɡˈɪmkɹæks/	gimcracks
/ɡˈɪməl/	gimel
/ɡˈɪmlət/	gimlet
/ɡˈɪmi/	gimme
/ɡˈɪmiz/	gimmes
/ɡˈɪmɪk/	gimmick
/ɡˈɪmɪkɹi/	gimmickry
/ɡˈɪmɪks/	gimmicks
/ɡˈɪmɪkˌi/	gimmicky
/ɡˈɪmp/	gimp
/ɡˈɪmps/	gimps
/ɡˈɪmpi/	gimpy
/dʒˈɪn/	gin
/dʒˈɪndʒəbɹˌɛd/	gingerbread
/dʒˈɪndʒɐ/	ginger
/dʒˈɪndʒəd/	gingered
/dʒˈɪndʒəli/	gingerly
/dʒˈɪndʒəz/	gingers
/dʒˈɪndʒəɹi/	gingery
/dʒˈɪŋəm/	gingham
/dʒˌɪŋɡɪvˈaɪtɪs/	gingivitis
/dʒˈɪŋkəʊ/	gingko
/dʒˈɪŋk/	gink
/dʒˈɪŋkɡəʊ/	ginkgo
/dʒˈɪni/	ginny
/dʒˈɪnɔːməs/	ginormous
/dʒˈɪnz/	gins
/dʒɪnsˈɛŋ/	ginseng
/dʒˈɪp/	gip
/dʒˈɪpsi/	gipsy
/dʒɪɹˈɑːf/	giraffe
/dʒɪɹˈɑːfs/	giraffes
/dʒˈɜːɹɐndˌəʊl/	girandole
/ɡˈɜːd/	gird
/ɡˈɜːdɪd/	girded
/ɡˈɜːdɐ/	girder
/ɡˈɜːdəz/	girders
/ɡˈɜːdɪŋ/	girding
/ɡˈɜːdəld/	girdled
/ɡˈɜːdəl/	girdle
/ɡˈɜːdəlz/	girdles
/ɡˈɜːdlɪŋ/	girdling
/ɡˈɜːdz/	girds
/ɡˈɜːlfɹɛnd/	girlfriend
/ɡˈɜːlfɹɛndz/	girlfriends
/ɡˈɜːlhʊd/	girlhood
/ɡˈɜːli/	girlie
/ɡˈɜːliz/	girlies
/ɡˈɜːlɪʃ/	girlish
/ɡˈɜːlɪʃli/	girlishly
/ɡˈɜːl/	girl
/ɡˈɜːlz/	girls
/ɡˈɜːli/	girly
/dʒˈaɪɹəʊ/	giro
/dʒˈaɪɹəʊz/	giros
/ɡˈɜːθs/	girths
/ɡˈɜːθ/	girth
/ɡˈɜːt/	girt
/dʒˈɪsməʊ/	gismo
/dʒˈɪst/	gist
/ɡˈaɪt/	gite
/ɡˈɪts/	gits
/ɡˈɪt/	git
/ɡˈɪtən/	gittern
/ɡˈɪvɐwˌeɪz/	giveaways
/ɡˈɪvɐwˌeɪ/	giveaway
/ɡˈɪvənz/	givens
/ɡˈɪvən/	given
/ɡˈɪvəz/	givers
/ɡˈɪvɐ/	giver
/ɡˈɪvz/	gives
/ɡˈɪv/	give
/ɡˈɪvɪŋz/	givings
/ɡˈɪvɪŋ/	giving
/ɡˈɪzməʊz/	gizmos
/ɡˈɪzməʊ/	gizmo
/ɡˈɪzədz/	gizzards
/ɡˈɪzəd/	gizzard
/ɡleɪbˈɛlɐ/	glabella
/ɡlˈeɪʃəl/	glacial
/ɡlˈeɪsɪˌeɪtɪd/	glaciated
/ɡlˌeɪsɪˈeɪʃən/	glaciation
/ɡlˈeɪʃɐ/	glacier
/ɡlˈeɪʃəz/	glaciers
/ɡlˌeɪsɪˈɒlədʒˌɪst/	glaciologist
/ɡlˌeɪsɪˈɒlədʒˌɪsts/	glaciologists
/ɡlˌeɪsɪˈɒlədʒi/	glaciology
/ɡlˈædənd/	gladdened
/ɡlˈædənɪŋ/	gladdening
/ɡlˈædən/	gladden
/ɡlˈædənz/	gladdens
/ɡlˈædɐ/	gladder
/ɡlˈædəst/	gladdest
/ɡlˈeɪd/	glade
/ɡlˈeɪdz/	glades
/ɡlˌædɪɐtˈɔːɹɪəl/	gladiatorial
/ɡlˈædɪˌeɪtɐ/	gladiator
/ɡlˈædɪˌeɪtəz/	gladiators
/ɡlˌædɪˈəʊləz/	gladiolas
/ɡlˌædɪˈəʊli/	gladioli
/ɡlˌædɪˈəʊləs/	gladiolus
/ɡlˈæd/	glad
/ɡlˈædli/	gladly
/ɡlˈædnəs/	gladness
/ɡlˈædz/	glads
/ɡlˈædsʌm/	gladsome
/ɡlˈædstəʊn/	gladstone
/ɡlˈædstəʊnz/	gladstones
/ɡlˈeɪkɪt/	glaikit
/ɡlˈæm/	glam
/ɡlˌæmɔːɹaɪzˈeɪʃən/	glamorisation
/ɡlˈæmɔːɹˌaɪzd/	glamorised
/ɡlˈæmɔːɹˌaɪz/	glamorise
/ɡlˈæmɔːɹˌaɪzɪŋ/	glamorising
/ɡlˈæməɹəs/	glamorous
/ɡlˈæməɹəsli/	glamorously
/ɡlˈæmɐ/	glamour
/ɡlˈæmɜːɹəs/	glamourous
/ɡlˈɑːnst/	glanced
/ɡlˈɑːns/	glance
/ɡlˈɑːnsɪz/	glances
/ɡlˈɑːnsɪŋ/	glancing
/ɡlˈænd/	gland
/ɡlˈændz/	glands
/ɡlˈændjʊlɐ/	glandular
/ɡlˈænz/	glans
/ɡlˈeəd/	glared
/ɡlˈeə/	glare
/ɡlˈeəz/	glares
/ɡlˈeəɹɪŋ/	glaring
/ɡlˈeəɹɪŋli/	glaringly
/ɡlˈæsnɒst/	glasnost
/ɡlˈɑːsbləʊɐ/	glassblower
/ɡlˈɑːsbləʊəz/	glassblowers
/ɡlˈɑːsbləʊɪŋ/	glassblowing
/ɡlˈɑːst/	glassed
/ɡlˈɑːsɪz/	glasses
/ɡlˈɑːsfəl/	glassful
/ɡlˈɑːshaʊs/	glasshouse
/ɡlˈɑːshaʊzɪz/	glasshouses
/ɡlˈɑːsɪŋ/	glassing
/ɡlˈɑːsləs/	glassless
/ɡlˈɑːs/	glass
/ɡlˈɑːsmən/	glassman
/ɡlˈɑːsweə/	glassware
/ɡlˈɑːswɜːk/	glasswork
/ɡlˈɑːswɜːks/	glassworks
/ɡlˈɑːswɔːt/	glasswort
/ɡlˈɑːsi/	glassy
/ɡlɔːkˈəʊmɐ/	glaucoma
/ɡlˈɔːkəs/	glaucous
/ɡlˈeɪzd/	glazed
/ɡlˈeɪz/	glaze
/ɡlˈeɪzɐ/	glazer
/ɡlˈeɪzəz/	glazers
/ɡlˈeɪzɪz/	glazes
/ɡlˈeɪzɪɐ/	glazier
/ɡlˈeɪziəz/	glaziers
/ɡlˈeɪzɪŋ/	glazing
/ɡlˈiːmd/	gleamed
/ɡlˈiːmɪŋ/	gleaming
/ɡlˈiːm/	gleam
/ɡlˈiːmz/	gleams
/ɡlˈiːnd/	gleaned
/ɡlˈiːnɐ/	gleaner
/ɡlˈiːnɪŋ/	gleaning
/ɡlˈiːnɪŋz/	gleanings
/ɡlˈiːn/	glean
/ɡlˈiːnz/	gleans
/ɡlˈiːfəl/	gleeful
/ɡlˈiːfəli/	gleefully
/ɡlˈiː/	glee
/ɡlˈɛŋɡæɹi/	glengarry
/ɡlˈɛn/	glen
/ɡlˈɛnz/	glens
/ɡlˈeɪ/	gley
/ɡlˈaɪɐ/	glia
/ɡlˈɪb/	glib
/ɡlˈɪbli/	glibly
/ɡlˈɪbnəs/	glibness
/ɡlˈaɪdɪd/	glided
/ɡlˈaɪd/	glide
/ɡlˈaɪdɐ/	glider
/ɡlˈaɪdəz/	gliders
/ɡlˈaɪdz/	glides
/ɡlˈaɪdɪŋ/	gliding
/ɡlˈɪməd/	glimmered
/ɡlˈɪməɹɪŋ/	glimmering
/ɡlˈɪməɹɪŋz/	glimmerings
/ɡlˈɪmɐ/	glimmer
/ɡlˈɪməz/	glimmers
/ɡlˈɪmpsd/	glimpsed
/ɡlˈɪmps/	glimpse
/ɡlˈɪmpsɪz/	glimpses
/ɡlˈɪmpsɪŋ/	glimpsing
/ɡlˈɪntɪd/	glinted
/ɡlˈɪntɪŋ/	glinting
/ɡlˈɪnt/	glint
/ɡlˈɪnts/	glints
/ɡlɪˈəʊmɐ/	glioma
/ɡlɪsˈændi/	glissandi
/ɡlɪsˈændəʊ/	glissando
/ɡlɪsˈændəʊz/	glissandos
/ɡlˈɪsənd/	glistened
/ɡlˈɪsənɪŋ/	glistening
/ɡlˈɪsən/	glisten
/ɡlˈɪsənz/	glistens
/ɡlˈɪstəz/	glisters
/ɡlˈɪtʃɪz/	glitches
/ɡlˈɪtʃ/	glitch
/ɡlˌɪtəɹˈɑːti/	glitterati
/ɡlˈɪtəd/	glittered
/ɡlˈɪtəɹɪŋ/	glittering
/ɡlˈɪtɐ/	glitter
/ɡlˈɪtəz/	glitters
/ɡlˈɪtəɹi/	glittery
/ɡlˈɪtsɪəst/	glitziest
/ɡlˈɪts/	glitz
/ɡlˈɪtsi/	glitzy
/ɡlˈəʊmɪŋ/	gloaming
/ɡlˈəʊm/	gloam
/ɡlˈəʊtɪd/	gloated
/ɡlˈəʊtɪŋ/	gloating
/ɡlˈəʊt/	gloat
/ɡlˈəʊts/	gloats
/ɡlˌəʊbəlaɪzˈeɪʃən/	globalisation
/ɡlˈəʊbəlˌaɪzd/	globalised
/ɡlˈəʊbəlˌaɪz/	globalise
/ɡlˈəʊbəlˌaɪzɪŋ/	globalising
/ɡlˈəʊbəlˌɪzəm/	globalism
/ɡlˈəʊbəl/	global
/ɡlˈəʊbəli/	globally
/ɡlˈəʊb/	globe
/ɡlˈəʊbz/	globes
/ɡlˈəʊbtɹɒtɐ/	globetrotter
/ɡlˈəʊbtɹɒtəz/	globetrotters
/ɡlˈəʊbtɹɒtɪŋ/	globetrotting
/ɡlˈɒb/	glob
/ɡlˈɒbz/	globs
/ɡlˈɒbjʊlɐ/	globular
/ɡlˈɒbjuːl/	globule
/ɡlˈɒbjuːlz/	globules
/ɡlˈɒkənspˌiːl/	glockenspiel
/ɡlˈɒmərjˌʊləs/	glomerulus
/ɡlˈɒm/	glom
/ɡlˈuːmɪɐ/	gloomier
/ɡlˈuːmɪəst/	gloomiest
/ɡlˈuːmɪli/	gloomily
/ɡlˈuːmɪnəs/	gloominess
/ɡlˈuːm/	gloom
/ɡlˈuːmi/	gloomy
/ɡlˈɒp/	glop
/ɡlˈɔːɹɪd/	gloried
/ɡlˈɔːɹɪz/	glories
/ɡlˌɔːɹɪfɪkˈeɪʃən/	glorification
/ɡlˈɔːɹɪfˌaɪd/	glorified
/ɡlˈɔːɹɪfˌaɪz/	glorifies
/ɡlˈɔːɹɪfˌaɪɪŋ/	glorifying
/ɡlˈɔːɹɪfˌaɪ/	glorify
/ɡlˈɔːɹɪəs/	glorious
/ɡlˈɔːɹɪəsli/	gloriously
/ɡlˈɔːɹɪəsnəs/	gloriousness
/ɡlˈɔːɹɪɪŋ/	glorying
/ɡlˈɔːɹi/	glory
/ɡlˈɒsəɹi/	glossary
/ɡlˈɒst/	glossed
/ɡlˈɒsɐ/	glosser
/ɡlˈɒsɪz/	glosses
/ɡlˈɒsɪɐ/	glossier
/ɡlˈɒsɪz/	glossies
/ɡlˈɒsɪəst/	glossiest
/ɡlˈɒsɪli/	glossily
/ɡlˈɒsɪnəs/	glossiness
/ɡlˈɒsɪŋ/	glossing
